C01 TITLE: CO event sampling data 
C02 FILE NAME: mid528n00.noaa.as.fl.co.nl.ev.dat 
C03 DATA FORMAT: Version 1.0
C04 TOTAL LINES: 2587
C05 HEADER LINES: 39
C06 DATA VERSION: 201708
C07 STATION NAME: Sand Island 
C08 STATION CATEGORY: Regional
C09 OBSERVATION CATEGORY: Air sampling observation at a stationary platform
C10 COUNTRY/TERRITORY: United States of America
C11 CONTRIBUTOR: NOAA/ESRL
C12 LATITUDE: 28.2
C13 LONGITUDE: -177.37
C14 ALTITUDE: 7.7
C15 NUMBER OF SAMPLING HEIGHTS: 1
C16 SAMPLING HEIGHTS: 
C17 CONTACT POINT: paul.c.novelli@noaa.gov
C18 PARAMETER: CO
C19 COVERING PERIOD: 1990-11-27 2016-12-31
C20 TIME INTERVAL: event
C21 MEASUREMENT UNIT: ppb
C22 MEASUREMENT METHOD: GC-HgO
C23 SAMPLING TYPE: flask
C24 TIME ZONE: UTC
C25 MEASUREMENT SCALE: WMO CO scale
C26 DATA POLICY: This is a formal notification for data users. "For scientific purposes, access to these data is unlimited
C27 and provided without charge. By their use you accept that an offer of co-authorship will be made through personal contact
C28 with the data providers or owners whenever substantial use is made of their data. In all cases, an acknowledgement
C29 must be made to the data providers or owners and the data centre when these data are used within a publication."
C30 COMMENT:
C31 # comment:  ************ COLLABORATORS ***************
C32 # comment: 
C33 # comment: NOAA thanks the following collaborators without
C34 # comment: whom these measurements would not be possible.
C35 # comment: 
C36 # collaborator_name: U.S. Fish and Wildlife Service [USFWS]
C37 # collaborator_url: http://midway.fws.gov
C38 # comment: 
C39   DATE  TIME       DATE  TIME         CO    ND      SD     F CS       REM
1990-11-27 01:30 9999-99-99 99:99 -99999.999 -9999 -99999.   *..  0   1085-81
1996-10-08 22:09 9999-99-99 99:99    124.480 -9999 -99999.   ...  0   6232-66
1996-10-15 22:06 9999-99-99 99:99     95.000 -9999 -99999.   ...  0   6605-66
1996-10-15 22:06 9999-99-99 99:99     95.980 -9999 -99999.   ...  0   6606-66
1996-10-22 21:58 9999-99-99 99:99    157.090 -9999 -99999.   P..  0   6853-66
1996-10-22 21:58 9999-99-99 99:99    162.870 -9999 -99999.   P..  0   6854-66
1996-10-29 22:00 9999-99-99 99:99    190.310 -9999 -99999.   P..  0   6427-66
1996-10-29 22:00 9999-99-99 99:99    200.630 -9999 -99999.   P..  0   6428-66
1996-11-05 21:56 9999-99-99 99:99    126.160 -9999 -99999.   P..  0   6549-66
1996-11-05 21:56 9999-99-99 99:99    129.810 -9999 -99999.   P..  0   6550-66
1996-11-12 22:52 9999-99-99 99:99    149.430 -9999 -99999.   ...  0   6825-66
1996-11-12 22:52 9999-99-99 99:99    147.040 -9999 -99999.   ...  0   6826-66
1996-11-19 21:58 9999-99-99 99:99    126.820 -9999 -99999.   ...  0   6413-66
1996-11-19 21:58 9999-99-99 99:99    127.520 -9999 -99999.   ...  0   6414-66
1996-11-26 22:00 9999-99-99 99:99    124.280 -9999 -99999.   ...  0   6711-66
1996-11-26 22:00 9999-99-99 99:99    123.100 -9999 -99999.   ...  0   6712-66
1996-12-04 03:15 9999-99-99 99:99     85.100 -9999 -99999.   ...  0   6447-66
1996-12-04 03:15 9999-99-99 99:99     83.520 -9999 -99999.   ...  0   6448-66
1996-12-10 21:50 9999-99-99 99:99    135.050 -9999 -99999.   ...  0   6493-66
1996-12-10 21:50 9999-99-99 99:99    135.660 -9999 -99999.   ...  0   6494-66
1996-12-17 22:05 9999-99-99 99:99    137.500 -9999 -99999.   ...  0   6605-66
1996-12-17 22:05 9999-99-99 99:99    138.180 -9999 -99999.   ...  0   6606-66
1996-12-24 20:35 9999-99-99 99:99    149.110 -9999 -99999.   ...  0   6263-66
1996-12-24 20:35 9999-99-99 99:99    148.280 -9999 -99999.   ...  0   6264-66
1996-12-31 22:04 9999-99-99 99:99     92.430 -9999 -99999.   ...  0   6451-66
1996-12-31 22:04 9999-99-99 99:99     92.260 -9999 -99999.   ...  0   6452-66
1997-01-07 22:55 9999-99-99 99:99    108.190 -9999 -99999.   ...  0   6825-66
1997-01-07 22:55 9999-99-99 99:99    105.830 -9999 -99999.   ...  0   6826-66
1997-01-14 22:00 9999-99-99 99:99    143.230 -9999 -99999.   ...  0   6389-66
1997-01-14 22:00 9999-99-99 99:99    143.120 -9999 -99999.   ...  0   6390-66
1997-01-22 00:20 9999-99-99 99:99    163.250 -9999 -99999.   ...  0   6211-66
1997-01-22 00:20 9999-99-99 99:99    162.610 -9999 -99999.   ...  0   6212-66
1997-01-29 02:30 9999-99-99 99:99    150.090 -9999 -99999.   ...  0   6051-66
1997-01-29 02:30 9999-99-99 99:99    150.940 -9999 -99999.   ...  0   6052-66
1997-02-04 21:08 9999-99-99 99:99    163.170 -9999 -99999.   ...  0   6055-66
1997-02-11 21:50 9999-99-99 99:99    146.670 -9999 -99999.   ...  0   6289-66
1997-02-11 21:50 9999-99-99 99:99    146.300 -9999 -99999.   ...  0   6290-66
1997-02-18 22:05 9999-99-99 99:99    140.140 -9999 -99999.   ...  0   6533-66
1997-02-18 22:05 9999-99-99 99:99    138.970 -9999 -99999.   ...  0   6534-66
1997-02-25 22:00 9999-99-99 99:99    146.720 -9999 -99999.   ...  0   6917-66
1997-02-25 22:00 9999-99-99 99:99    149.540 -9999 -99999.   ...  0   6918-66
1997-03-04 22:05 9999-99-99 99:99    160.480 -9999 -99999.   ...  0   6675-66
1997-03-04 22:05 9999-99-99 99:99    161.230 -9999 -99999.   ...  0   6676-66
1997-03-11 21:35 9999-99-99 99:99    171.410 -9999 -99999.   ...  0   6140-66
1997-03-18 21:28 9999-99-99 99:99    161.390 -9999 -99999.   ...  0   6045-66
1997-03-18 21:28 9999-99-99 99:99    158.640 -9999 -99999.   ...  0   6046-66
1997-03-25 22:00 9999-99-99 99:99    178.560 -9999 -99999.   ...  0   6389-66
1997-03-25 22:00 9999-99-99 99:99    176.770 -9999 -99999.   ...  0   6390-66
1997-04-01 21:30 9999-99-99 99:99    221.180 -9999 -99999.   P..  0   6255-66
1997-04-01 21:30 9999-99-99 99:99    215.300 -9999 -99999.   P..  0   6256-66
1997-04-08 22:34 9999-99-99 99:99    153.560 -9999 -99999.   ...  0   6180-66
1997-04-16 03:04 9999-99-99 99:99    127.250 -9999 -99999.   ...  0   6319-66
1997-04-16 03:04 9999-99-99 99:99    129.450 -9999 -99999.   ...  0   6320-66
1997-04-22 23:08 9999-99-99 99:99    177.210 -9999 -99999.   ...  0   6841-66
1997-04-22 23:08 9999-99-99 99:99    177.680 -9999 -99999.   ...  0   6842-66
1997-04-29 23:20 9999-99-99 99:99    195.820 -9999 -99999.   P..  0   6795-66
1997-04-29 23:20 9999-99-99 99:99    189.250 -9999 -99999.   P..  0   6796-66
1997-05-06 21:52 9999-99-99 99:99    197.370 -9999 -99999.   P..  0   6481-66
1997-05-06 21:52 9999-99-99 99:99    193.370 -9999 -99999.   P..  0   6482-66
1997-05-13 21:36 9999-99-99 99:99    141.280 -9999 -99999.   ...  0   6887-66
1997-05-13 21:36 9999-99-99 99:99    141.080 -9999 -99999.   ...  0   6888-66
1997-05-21 00:15 9999-99-99 99:99    131.750 -9999 -99999.   ...  0   6339-66
1997-05-21 00:15 9999-99-99 99:99    132.550 -9999 -99999.   ...  0   6340-66
1997-05-28 02:37 9999-99-99 99:99     88.490 -9999 -99999.   ...  0   6075-66
1997-05-28 02:37 9999-99-99 99:99     87.840 -9999 -99999.   ...  0   6076-66
1997-06-03 21:50 9999-99-99 99:99     87.220 -9999 -99999.   ...  0   6565-66
1997-06-03 21:50 9999-99-99 99:99     87.730 -9999 -99999.   ...  0   6566-66
1997-06-11 00:28 9999-99-99 99:99     92.050 -9999 -99999.   ...  0   6025-66
1997-06-11 00:28 9999-99-99 99:99     92.200 -9999 -99999.   ...  0   6026-66
1997-06-17 21:15 9999-99-99 99:99    100.390 -9999 -99999.   ...  0   6443-66
1997-06-17 21:15 9999-99-99 99:99     99.530 -9999 -99999.   ...  0   6444-66
1997-06-24 21:30 9999-99-99 99:99    101.190 -9999 -99999.   ...  0   6113-66
1997-06-24 21:30 9999-99-99 99:99    103.680 -9999 -99999.   ...  0   6114-66
1997-07-02 02:50 9999-99-99 99:99     85.750 -9999 -99999.   *..  0   6701-66
1997-07-02 02:50 9999-99-99 99:99     96.720 -9999 -99999.   *..  0   6702-66
1997-07-08 21:53 9999-99-99 99:99     86.030 -9999 -99999.   *..  0   6271-66
1997-07-08 21:53 9999-99-99 99:99     83.690 -9999 -99999.   *..  0   6272-66
1997-07-16 03:08 9999-99-99 99:99     89.480 -9999 -99999.   *..  0   6061-66
1997-07-16 03:08 9999-99-99 99:99     90.270 -9999 -99999.   *..  0   6062-66
1997-07-22 21:55 9999-99-99 99:99     76.760 -9999 -99999.   *..  0   6023-66
1997-07-22 21:55 9999-99-99 99:99     76.300 -9999 -99999.   *..  0   6024-66
1997-07-30 00:35 9999-99-99 99:99     74.360 -9999 -99999.   ...  0   6027-66
1997-07-30 00:35 9999-99-99 99:99     72.370 -9999 -99999.   ...  0   6028-66
1997-08-05 20:40 9999-99-99 99:99     70.340 -9999 -99999.   ...  0   6063-66
1997-08-05 20:40 9999-99-99 99:99     69.950 -9999 -99999.   ...  0   6064-66
1997-08-12 22:08 9999-99-99 99:99     77.550 -9999 -99999.   P..  0   6119-66
1997-08-12 22:08 9999-99-99 99:99     74.700 -9999 -99999.   P..  0   6120-66
1997-08-19 20:30 9999-99-99 99:99     69.520 -9999 -99999.   ...  0   6533-66
1997-08-19 20:30 9999-99-99 99:99     70.160 -9999 -99999.   ...  0   6534-66
1997-08-26 21:56 9999-99-99 99:99    105.390 -9999 -99999.   ...  0   6247-66
1997-08-26 21:56 9999-99-99 99:99    107.490 -9999 -99999.   ...  0   6248-66
1997-09-02 21:08 9999-99-99 99:99     67.200 -9999 -99999.   ...  0   6195-66
1997-09-02 21:08 9999-99-99 99:99     68.760 -9999 -99999.   ...  0   6196-66
1997-09-09 22:29 9999-99-99 99:99    104.390 -9999 -99999.   ...  0   6077-66
1997-09-09 22:29 9999-99-99 99:99    102.780 -9999 -99999.   ...  0   6078-66
1997-09-16 21:00 9999-99-99 99:99     86.980 -9999 -99999.   ...  0   6809-66
1997-09-16 21:00 9999-99-99 99:99     87.720 -9999 -99999.   ...  0   6810-66
1997-09-23 22:28 9999-99-99 99:99    123.940 -9999 -99999.   ...  0   6271-66
1997-09-23 22:28 9999-99-99 99:99    121.290 -9999 -99999.   ...  0   6272-66
1997-09-30 21:27 9999-99-99 99:99     93.240 -9999 -99999.   ...  0   6893-66
1997-09-30 21:27 9999-99-99 99:99     94.980 -9999 -99999.   ...  0   6894-66
1997-10-07 21:38 9999-99-99 99:99    123.780 -9999 -99999.   ...  0   6063-66
1997-10-07 21:38 9999-99-99 99:99    122.440 -9999 -99999.   ...  0   6064-66
1997-10-14 21:35 9999-99-99 99:99    125.880 -9999 -99999.   ...  0   6027-66
1997-10-14 21:35 9999-99-99 99:99    125.310 -9999 -99999.   ...  0   6028-66
1997-10-21 21:32 9999-99-99 99:99    123.240 -9999 -99999.   ...  0   6795-66
1997-10-21 21:32 9999-99-99 99:99    121.080 -9999 -99999.   ...  0   6796-66
1997-10-28 21:07 9999-99-99 99:99    101.550 -9999 -99999.   ...  0   6011-66
1997-10-28 21:07 9999-99-99 99:99    104.140 -9999 -99999.   ...  0   6012-66
1997-11-04 20:53 9999-99-99 99:99    127.270 -9999 -99999.   P..  0   6379-66
1997-11-04 20:53 9999-99-99 99:99    123.100 -9999 -99999.   P..  0   6380-66
1997-11-12 02:38 9999-99-99 99:99    137.430 -9999 -99999.   ...  0   6665-66
1997-11-12 02:38 9999-99-99 99:99    138.250 -9999 -99999.   ...  0   6666-66
1997-11-18 20:51 9999-99-99 99:99    170.810 -9999 -99999.   ...  0   6053-66
1997-11-18 20:51 9999-99-99 99:99    170.030 -9999 -99999.   ...  0   6054-66
1997-11-25 22:03 9999-99-99 99:99    114.790 -9999 -99999.   ...  0   6921-66
1997-11-25 22:03 9999-99-99 99:99    113.070 -9999 -99999.   ...  0   6922-66
1997-12-03 01:31 9999-99-99 99:99    133.370 -9999 -99999.   ...  0   6901-66
1997-12-03 01:31 9999-99-99 99:99    134.870 -9999 -99999.   ...  0   6902-66
1997-12-10 02:01 9999-99-99 99:99    129.410 -9999 -99999.   ...  0   6903-66
1997-12-10 02:01 9999-99-99 99:99    129.510 -9999 -99999.   ...  0   6904-66
1997-12-16 21:17 9999-99-99 99:99    164.300 -9999 -99999.   ...  0   6275-66
1997-12-16 21:17 9999-99-99 99:99    164.550 -9999 -99999.   ...  0   6276-66
1997-12-24 02:25 9999-99-99 99:99    190.780 -9999 -99999.   ...  0   6449-66
1997-12-24 02:25 9999-99-99 99:99    190.780 -9999 -99999.   ...  0   6450-66
1997-12-30 22:00 9999-99-99 99:99    183.680 -9999 -99999.   ...  0   6899-66
1997-12-30 22:00 9999-99-99 99:99    183.230 -9999 -99999.   ...  0   6900-66
1998-01-06 22:15 9999-99-99 99:99    164.880 -9999 -99999.   ...  0   6215-66
1998-01-06 22:15 9999-99-99 99:99    166.420 -9999 -99999.   ...  0   6216-66
1998-01-13 23:45 9999-99-99 99:99    163.310 -9999 -99999.   ...  0   6665-66
1998-01-13 23:45 9999-99-99 99:99    162.420 -9999 -99999.   ...  0   6666-66
1998-01-20 23:15 9999-99-99 99:99    174.080 -9999 -99999.   ...  0   6379-66
1998-02-10 23:45 9999-99-99 99:99    162.970 -9999 -99999.   ...  0   6063-66
1998-02-10 23:45 9999-99-99 99:99    161.240 -9999 -99999.   ...  0   6064-66
1998-02-17 23:55 9999-99-99 99:99    149.880 -9999 -99999.   ...  0   6291-66
1998-02-17 23:55 9999-99-99 99:99    150.180 -9999 -99999.   ...  0   6292-66
1998-02-25 01:30 9999-99-99 99:99    178.070 -9999 -99999.   P..  0   6313-66
1998-02-25 01:30 9999-99-99 99:99     54.490 -9999 -99999.   P..  0   6314-66
1998-03-03 22:07 9999-99-99 99:99    129.550 -9999 -99999.   ...  0   6261-66
1998-03-03 22:07 9999-99-99 99:99    128.450 -9999 -99999.   ...  0   6262-66
1998-03-10 23:55 9999-99-99 99:99    177.330 -9999 -99999.   ...  0   6923-66
1998-03-10 23:55 9999-99-99 99:99    174.590 -9999 -99999.   ...  0   6924-66
1998-03-18 01:25 9999-99-99 99:99    126.360 -9999 -99999.   ...  0   6719-66
1998-03-18 01:25 9999-99-99 99:99    125.880 -9999 -99999.   ...  0   6720-66
1998-03-24 22:11 9999-99-99 99:99    169.360 -9999 -99999.   ...  0   6155-66
1998-03-24 22:11 9999-99-99 99:99    172.100 -9999 -99999.   ...  0   6156-66
1998-03-31 20:43 9999-99-99 99:99    197.880 -9999 -99999.   P..  0   6341-66
1998-03-31 20:43 9999-99-99 99:99    192.150 -9999 -99999.   P..  0   6342-66
1998-04-07 22:05 9999-99-99 99:99    164.150 -9999 -99999.   ...  0   6113-66
1998-04-07 22:05 9999-99-99 99:99    164.820 -9999 -99999.   ...  0   6114-66
1998-04-14 21:57 9999-99-99 99:99    181.900 -9999 -99999.   ...  0   6757-66
1998-04-14 21:57 9999-99-99 99:99    180.770 -9999 -99999.   ...  0   6758-66
1998-04-22 02:25 9999-99-99 99:99    133.020 -9999 -99999.   ...  0   6291-66
1998-04-22 02:25 9999-99-99 99:99    131.810 -9999 -99999.   ...  0   6292-66
1998-04-28 21:30 9999-99-99 99:99    175.100 -9999 -99999.   P..  0   6063-66
1998-04-28 21:30 9999-99-99 99:99    178.640 -9999 -99999.   P..  0   6064-66
1998-05-05 21:50 9999-99-99 99:99    142.980 -9999 -99999.   ...  0   6493-66
1998-05-05 21:50 9999-99-99 99:99    143.150 -9999 -99999.   ...  0   6494-66
1998-05-12 22:15 9999-99-99 99:99    151.590 -9999 -99999.   ...  0   6921-66
1998-05-12 22:15 9999-99-99 99:99    152.620 -9999 -99999.   ...  0   6922-66
1998-05-19 22:07 9999-99-99 99:99    118.060 -9999 -99999.   ...  0   6029-66
1998-05-19 22:07 9999-99-99 99:99    117.250 -9999 -99999.   ...  0   6030-66
1998-05-26 22:10 9999-99-99 99:99    126.050 -9999 -99999.   ...  0   6053-66
1998-05-26 22:10 9999-99-99 99:99    125.800 -9999 -99999.   ...  0   6054-66
1998-06-02 21:19 9999-99-99 99:99    147.060 -9999 -99999.   ...  0   6925-66
1998-06-02 21:19 9999-99-99 99:99    146.900 -9999 -99999.   ...  0   6926-66
1998-06-10 03:26 9999-99-99 99:99    131.060 -9999 -99999.   ...  0   6097-66
1998-06-10 03:26 9999-99-99 99:99    131.220 -9999 -99999.   ...  0   6098-66
1998-06-16 22:25 9999-99-99 99:99    106.550 -9999 -99999.   ...  0   6429-66
1998-06-16 22:25 9999-99-99 99:99    105.350 -9999 -99999.   ...  0   6785-66
1998-06-24 00:00 9999-99-99 99:99    106.850 -9999 -99999.   ...  0   6231-66
1998-06-24 00:00 9999-99-99 99:99    107.840 -9999 -99999.   ...  0   6232-66
1998-06-30 21:14 9999-99-99 99:99    107.360 -9999 -99999.   ...  0   6063-66
1998-06-30 21:14 9999-99-99 99:99    106.970 -9999 -99999.   ...  0   6064-66
1998-07-07 21:17 9999-99-99 99:99     84.080 -9999 -99999.   ...  0   6493-66
1998-07-07 21:17 9999-99-99 99:99     81.920 -9999 -99999.   ...  0   6494-66
1998-07-14 21:52 9999-99-99 99:99     91.240 -9999 -99999.   ...  0   6921-66
1998-07-14 21:52 9999-99-99 99:99     90.580 -9999 -99999.   ...  0   6922-66
1998-07-21 21:56 9999-99-99 99:99     99.220 -9999 -99999.   ...  0   6011-66
1998-07-21 21:56 9999-99-99 99:99    100.780 -9999 -99999.   ...  0   6012-66
1998-07-28 23:54 9999-99-99 99:99     82.050 -9999 -99999.   ...  0   6481-66
1998-07-28 23:54 9999-99-99 99:99     81.770 -9999 -99999.   ...  0   6482-66
1998-08-04 22:18 9999-99-99 99:99     78.480 -9999 -99999.   ...  0   6443-66
1998-08-04 22:18 9999-99-99 99:99     76.700 -9999 -99999.   ...  0   6444-66
1998-08-11 22:10 9999-99-99 99:99     76.750 -9999 -99999.   ...  0   6375-66
1998-08-11 22:10 9999-99-99 99:99     76.720 -9999 -99999.   ...  0   6376-66
1998-08-18 13:04 9999-99-99 99:99     85.000 -9999 -99999.   ...  0   4531-91
1998-08-18 13:04 9999-99-99 99:99     84.500 -9999 -99999.   ...  0   4532-91
1998-08-26 00:58 9999-99-99 99:99     80.600 -9999 -99999.   ...  0   1301-91
1998-08-26 00:58 9999-99-99 99:99     80.950 -9999 -99999.   ...  0   1302-91
1998-09-02 00:48 9999-99-99 99:99     93.860 -9999 -99999.   ...  0    335-91
1998-09-02 00:48 9999-99-99 99:99     95.120 -9999 -99999.   ...  0    336-91
1998-09-08 22:07 9999-99-99 99:99     97.080 -9999 -99999.   ...  0    607-91
1998-09-08 22:07 9999-99-99 99:99     96.270 -9999 -99999.   ...  0    608-91
1998-09-16 01:40 9999-99-99 99:99     81.520 -9999 -99999.   ...  0   6737-66
1998-09-16 01:40 9999-99-99 99:99     80.740 -9999 -99999.   ...  0   6738-66
1998-09-23 01:43 9999-99-99 99:99    113.900 -9999 -99999.   ...  0   6735-66
1998-09-23 01:43 9999-99-99 99:99    113.880 -9999 -99999.   ...  0   6736-66
1998-09-29 21:50 9999-99-99 99:99    112.040 -9999 -99999.   ...  0   6733-66
1998-09-29 21:50 9999-99-99 99:99    111.110 -9999 -99999.   ...  0   6734-66
1998-10-06 22:06 9999-99-99 99:99     97.630 -9999 -99999.   ...  0   6113-66
1998-10-06 22:06 9999-99-99 99:99     99.200 -9999 -99999.   ...  0   6114-66
1998-10-13 20:48 9999-99-99 99:99    151.500 -9999 -99999.   ...  0   1591-91
1998-10-13 20:48 9999-99-99 99:99    151.680 -9999 -99999.   ...  0   1592-91
1998-10-20 22:16 9999-99-99 99:99    177.750 -9999 -99999.   ...  0    103-91
1998-10-20 22:16 9999-99-99 99:99    175.840 -9999 -99999.   ...  0    104-91
1998-10-27 21:07 9999-99-99 99:99    124.860 -9999 -99999.   ...  0   1287-91
1998-10-27 21:07 9999-99-99 99:99    123.630 -9999 -99999.   ...  0   1288-91
1998-11-03 21:54 9999-99-99 99:99    144.630 -9999 -99999.   ...  0   4147-91
1998-11-03 21:54 9999-99-99 99:99    143.360 -9999 -99999.   ...  0   4148-91
1998-11-11 02:33 9999-99-99 99:99    219.930 -9999 -99999.   .X.  0   6179-66
1998-11-11 02:33 9999-99-99 99:99    218.980 -9999 -99999.   .X.  0   6180-66
1998-11-17 21:30 9999-99-99 99:99    152.270 -9999 -99999.   ...  0   6417-66
1998-11-17 21:30 9999-99-99 99:99    152.570 -9999 -99999.   ...  0   6418-66
1998-11-24 23:48 9999-99-99 99:99    119.240 -9999 -99999.   P..  0   1745-91
1998-11-24 23:48 9999-99-99 99:99    116.160 -9999 -99999.   P..  0   1746-91
1998-12-01 12:34 9999-99-99 99:99    131.170 -9999 -99999.   ...  0   1625-91
1998-12-01 12:34 9999-99-99 99:99    130.770 -9999 -99999.   ...  0   1626-91
1998-12-08 22:05 9999-99-99 99:99    163.460 -9999 -99999.   ...  0   6437-66
1998-12-08 22:05 9999-99-99 99:99    164.830 -9999 -99999.   ...  0   6438-66
1998-12-15 21:54 9999-99-99 99:99    141.830 -9999 -99999.   ...  0   6231-66
1998-12-15 21:54 9999-99-99 99:99    142.320 -9999 -99999.   ...  0   6232-66
1998-12-22 21:44 9999-99-99 99:99    135.830 -9999 -99999.   ...  0   4237-91
1998-12-22 21:44 9999-99-99 99:99    135.490 -9999 -99999.   ...  0   4238-91
1998-12-29 22:10 9999-99-99 99:99    169.950 -9999 -99999.   ...  0    457-91
1998-12-29 22:10 9999-99-99 99:99    169.750 -9999 -99999.   ...  0    458-91
1999-01-05 23:54 9999-99-99 99:99    172.470 -9999 -99999.   ...  0   1427-91
1999-01-05 23:54 9999-99-99 99:99    172.060 -9999 -99999.   ...  0   1428-91
1999-01-12 22:06 9999-99-99 99:99    128.710 -9999 -99999.   ...  0   4729-91
1999-01-12 22:06 9999-99-99 99:99    127.900 -9999 -99999.   ...  0   4730-91
1999-01-19 22:00 9999-99-99 99:99    158.680 -9999 -99999.   ...  0   4241-91
1999-01-19 22:00 9999-99-99 99:99    157.710 -9999 -99999.   ...  0   4242-91
1999-01-26 22:07 9999-99-99 99:99    106.540 -9999 -99999.   .X.  0    727-91
1999-01-26 22:07 9999-99-99 99:99    107.310 -9999 -99999.   .X.  0    728-91
1999-02-02 21:50 9999-99-99 99:99    175.330 -9999 -99999.   ...  0   6153-66
1999-02-02 21:50 9999-99-99 99:99    175.370 -9999 -99999.   ...  0   6154-66
1999-02-09 21:53 9999-99-99 99:99    127.050 -9999 -99999.   ...  0   6159-66
1999-02-09 21:53 9999-99-99 99:99    126.300 -9999 -99999.   ...  0   6160-66
1999-02-16 21:36 9999-99-99 99:99    168.700 -9999 -99999.   ...  0   6593-66
1999-02-16 21:36 9999-99-99 99:99    169.140 -9999 -99999.   ...  0   6594-66
1999-02-23 21:51 9999-99-99 99:99     93.320 -9999 -99999.   .X.  0   6139-66
1999-02-23 21:51 9999-99-99 99:99     93.460 -9999 -99999.   .X.  0   6140-66
1999-03-02 22:02 9999-99-99 99:99    159.650 -9999 -99999.   ...  0   1321-91
1999-03-02 22:02 9999-99-99 99:99    158.500 -9999 -99999.   ...  0   1322-91
1999-03-09 21:56 9999-99-99 99:99    172.310 -9999 -99999.   P..  0    103-91
1999-03-09 21:56 9999-99-99 99:99    177.050 -9999 -99999.   P..  0    104-91
1999-03-16 23:48 9999-99-99 99:99    144.370 -9999 -99999.   ...  0   1873-91
1999-03-16 23:48 9999-99-99 99:99    142.460 -9999 -99999.   ...  0   1874-91
1999-03-23 21:42 9999-99-99 99:99    153.990 -9999 -99999.   ...  0     23-98
1999-03-23 21:42 9999-99-99 99:99    155.690 -9999 -99999.   ...  0     24-98
1999-03-30 21:35 9999-99-99 99:99    138.700 -9999 -99999.   ...  0    199-91
1999-03-30 21:35 9999-99-99 99:99    137.730 -9999 -99999.   ...  0    200-91
1999-04-06 21:36 9999-99-99 99:99    194.280 -9999 -99999.   ...  0     35-98
1999-04-06 21:36 9999-99-99 99:99    195.880 -9999 -99999.   ...  0     36-98
1999-04-13 21:28 9999-99-99 99:99    154.380 -9999 -99999.   ...  0   6363-66
1999-04-13 21:28 9999-99-99 99:99    152.400 -9999 -99999.   ...  0   6364-66
1999-04-20 20:22 9999-99-99 99:99    166.330 -9999 -99999.   ...  0   6041-66
1999-04-20 20:22 9999-99-99 99:99    166.530 -9999 -99999.   ...  0   6042-66
1999-04-27 21:50 9999-99-99 99:99    157.670 -9999 -99999.   ...  0   1941-91
1999-04-27 21:50 9999-99-99 99:99    156.340 -9999 -99999.   ...  0   1942-91
1999-05-04 20:47 9999-99-99 99:99    115.660 -9999 -99999.   P..  0   1313-91
1999-05-04 20:47 9999-99-99 99:99     68.810 -9999 -99999.   P..  0   1314-91
1999-05-11 22:50 9999-99-99 99:99    158.360 -9999 -99999.   ...  0   6637-66
1999-05-11 22:50 9999-99-99 99:99    157.380 -9999 -99999.   ...  0   6638-66
1999-05-18 21:56 9999-99-99 99:99    188.590 -9999 -99999.   P..  0   6559-66
1999-05-18 21:56 9999-99-99 99:99    156.260 -9999 -99999.   P..  0   6560-66
1999-05-25 21:40 9999-99-99 99:99    127.140 -9999 -99999.   P..  0   6367-66
1999-05-25 21:40 9999-99-99 99:99    145.730 -9999 -99999.   P..  0   6368-66
1999-06-02 00:08 9999-99-99 99:99    123.430 -9999 -99999.   ...  0   6341-66
1999-06-02 00:08 9999-99-99 99:99    123.380 -9999 -99999.   ...  0   6342-66
1999-06-08 23:46 9999-99-99 99:99     97.650 -9999 -99999.   ...  0    199-91
1999-06-08 23:46 9999-99-99 99:99     97.110 -9999 -99999.   ...  0    200-91
1999-06-15 23:42 9999-99-99 99:99     90.550 -9999 -99999.   ...  0   1405-91
1999-06-15 23:42 9999-99-99 99:99     90.770 -9999 -99999.   ...  0   1406-91
1999-06-22 23:45 9999-99-99 99:99     92.510 -9999 -99999.   ...  0   6795-66
1999-06-22 23:45 9999-99-99 99:99     92.410 -9999 -99999.   ...  0   6796-66
1999-06-29 20:38 9999-99-99 99:99     82.850 -9999 -99999.   ...  0   6753-66
1999-06-29 20:38 9999-99-99 99:99     83.260 -9999 -99999.   ...  0   6754-66
1999-07-07 00:49 9999-99-99 99:99     85.600 -9999 -99999.   ...  0   6893-66
1999-07-07 00:49 9999-99-99 99:99     84.740 -9999 -99999.   ...  0   6894-66
1999-07-13 21:34 9999-99-99 99:99     78.370 -9999 -99999.   ...  0   6013-66
1999-07-13 21:34 9999-99-99 99:99     78.520 -9999 -99999.   ...  0   6014-66
1999-07-20 21:52 9999-99-99 99:99     76.540 -9999 -99999.   ...  0   6559-66
1999-07-20 21:52 9999-99-99 99:99     77.460 -9999 -99999.   ...  0   6560-66
1999-07-27 20:11 9999-99-99 99:99    100.830 -9999 -99999.   P..  0   6389-66
1999-07-27 20:11 9999-99-99 99:99     90.930 -9999 -99999.   P..  0   6390-66
1999-08-03 21:54 9999-99-99 99:99     71.260 -9999 -99999.   ...  0   6075-66
1999-08-03 21:54 9999-99-99 99:99     70.780 -9999 -99999.   ...  0   6076-66
1999-08-07 22:04 9999-99-99 99:99     68.820 -9999 -99999.   ...  0   4339-91
1999-08-07 22:04 9999-99-99 99:99     68.740 -9999 -99999.   ...  0   4340-91
1999-08-10 19:55 9999-99-99 99:99     68.940 -9999 -99999.   ...  0   6521-66
1999-08-10 19:55 9999-99-99 99:99     69.920 -9999 -99999.   ...  0   6522-66
