2008-04-30 02:35 9999-99-99 99:99 -59.050  -61.400    10.0     48.800 -9999 -99999.   ...  0   1835-99
2008-04-30 02:35 9999-99-99 99:99 -59.050  -61.400    10.0     47.060 -9999 -99999.   ...  0   3968-99
2008-05-23 09:05 9999-99-99 99:99 -59.000  -63.667    10.0     49.780 -9999 -99999.   ...  0   1085-99
2008-05-23 09:05 9999-99-99 99:99 -59.000  -63.667    10.0     49.680 -9999 -99999.   ...  0   1919-99
2008-05-31 07:48 9999-99-99 99:99 -59.000  -64.967    10.0     50.390 -9999 -99999.   ...  0   2349-99
2008-05-31 07:48 9999-99-99 99:99 -59.000  -64.967    10.0     50.750 -9999 -99999.   ...  0    411-99
2008-06-26 12:34 9999-99-99 99:99 -59.017  -63.683    10.0     52.060 -9999 -99999.   ...  0   4691-99
2008-06-26 12:34 9999-99-99 99:99 -59.017  -63.683    10.0     52.630 -9999 -99999.   ...  0   4854-99
2008-07-06 02:16 9999-99-99 99:99 -59.933  -63.367    10.0     53.850 -9999 -99999.   ...  0   4229-99
2008-07-06 02:16 9999-99-99 99:99 -59.933  -63.367    10.0     53.340 -9999 -99999.   ...  0   4292-99
2008-07-15 20:10 9999-99-99 99:99 -58.983  -63.067    10.0     57.880 -9999 -99999.   ...  0   2053-99
2008-07-15 20:10 9999-99-99 99:99 -58.983  -63.067    10.0     54.000 -9999 -99999.   ...  0   4136-99
2008-08-07 08:25 9999-99-99 99:99 -58.983  -63.700    10.0     55.640 -9999 -99999.   ...  0   3527-99
2008-08-07 08:25 9999-99-99 99:99 -58.983  -63.700    10.0     59.000 -9999 -99999.   ...  0   3670-99
2008-08-16 13:14 9999-99-99 99:99 -59.000  -63.683    10.0     59.370 -9999 -99999.   ...  0    265-99
2008-08-16 13:14 9999-99-99 99:99 -59.000  -63.683    10.0     59.500 -9999 -99999.   ...  0   4230-99
2008-09-07 15:13 9999-99-99 99:99 -59.000  -63.683    10.0     59.340 -9999 -99999.   ...  0   4432-99
2008-09-07 15:13 9999-99-99 99:99 -59.000  -63.683    10.0     59.480 -9999 -99999.   ...  0    545-99
2008-09-16 17:03 9999-99-99 99:99 -59.000  -63.683    10.0     61.620 -9999 -99999.   ...  0   2845-99
2008-09-16 17:03 9999-99-99 99:99 -59.000  -63.683    10.0     60.520 -9999 -99999.   ...  0   4395-99
2008-09-26 06:44 9999-99-99 99:99 -59.000  -63.667    10.0     60.910 -9999 -99999.   ...  0   4081-99
2008-09-26 06:44 9999-99-99 99:99 -59.000  -63.667    10.0     60.580 -9999 -99999.   ...  0   4215-99
2008-10-17 20:15 9999-99-99 99:99 -59.000  -64.690    10.0     59.910 -9999 -99999.   ...  0    224-99
2008-10-17 20:15 9999-99-99 99:99 -59.000  -64.690    10.0     60.130 -9999 -99999.   ...  0    300-99
2008-10-25 20:00 9999-99-99 99:99 -59.000  -64.690    10.0     59.960 -9999 -99999.   ...  0   4209-99
2008-10-25 20:00 9999-99-99 99:99 -59.000  -64.690    10.0     59.720 -9999 -99999.   ...  0    720-99
2009-01-02 11:24 9999-99-99 99:99 -59.000  -66.983    10.0     43.480 -9999 -99999.   ...  0   1029-99
2009-01-02 11:24 9999-99-99 99:99 -59.000  -66.983    10.0     42.890 -9999 -99999.   ...  0   4210-99
2009-02-03 23:48 9999-99-99 99:99 -59.983  -61.283    10.0     38.400 -9999 -99999.   .X.  0   4392-99
2009-02-03 23:48 9999-99-99 99:99 -59.983  -61.283    10.0     38.190 -9999 -99999.   .X.  0    618-99
2009-02-13 23:45 9999-99-99 99:99 -59.000  -63.683    10.0     40.270 -9999 -99999.   ...  0   4878-99
2009-02-13 23:45 9999-99-99 99:99 -59.000  -63.683    10.0     41.750 -9999 -99999.   ...  0    950-99
2009-03-14 18:10 9999-99-99 99:99 -58.950  -62.050    10.0     40.550 -9999 -99999.   ...  0   2279-99
2009-03-14 18:10 9999-99-99 99:99 -58.950  -62.050    10.0     40.370 -9999 -99999.   ...  0   4548-99
2009-03-25 23:26 9999-99-99 99:99 -60.683  -62.800    10.0     42.300 -9999 -99999.   ...  0   1002-99
2009-03-25 23:26 9999-99-99 99:99 -60.683  -62.800    10.0     41.650 -9999 -99999.   ...  0   4571-99
2009-04-07 23:43 9999-99-99 99:99 -58.850  -63.717    10.0     42.590 -9999 -99999.   ...  0   1880-99
2009-04-07 23:43 9999-99-99 99:99 -58.850  -63.717    10.0     42.730 -9999 -99999.   ...  0   4094-99
2009-04-23 21:14 9999-99-99 99:99 -59.000  -63.667    10.0     45.120 -9999 -99999.   ...  0   1435-99
2009-04-23 21:14 9999-99-99 99:99 -59.000  -63.667    10.0     45.970 -9999 -99999.   ...  0     54-99
2009-06-08 22:49 9999-99-99 99:99 -60.000  -63.350    10.0     50.340 -9999 -99999.   ...  0   1681-99
2009-06-08 22:49 9999-99-99 99:99 -60.000  -63.350    10.0     50.550 -9999 -99999.   ...  0   4376-99
2009-06-17 18:50 9999-99-99 99:99 -59.167  -63.617    10.0     51.800 -9999 -99999.   ...  0   3154-99
2009-06-17 18:50 9999-99-99 99:99 -59.167  -63.617    10.0     51.160 -9999 -99999.   ...  0   4369-99
2009-06-29 22:10 9999-99-99 99:99 -58.950  -63.650    10.0     55.490 -9999 -99999.   ...  0   2421-99
2009-06-29 22:10 9999-99-99 99:99 -58.950  -63.650    10.0     53.500 -9999 -99999.   ...  0    949-99
2009-09-20 20:32 9999-99-99 99:99 -59.000  -63.600    10.0     58.920 -9999 -99999.   P..  0   1419-99
2009-09-20 20:32 9999-99-99 99:99 -59.000  -63.600    10.0     97.330 -9999 -99999.   P..  0   4854-99
2009-10-06 13:08 9999-99-99 99:99 -58.983  -63.767    10.0     59.970 -9999 -99999.   ...  0   2053-99
2009-10-06 13:08 9999-99-99 99:99 -58.983  -63.767    10.0     59.930 -9999 -99999.   ...  0    637-99
2009-10-16 04:10 9999-99-99 99:99 -58.980  -60.033    10.0     58.510 -9999 -99999.   ...  0   1695-99
2009-10-16 04:10 9999-99-99 99:99 -58.980  -60.033    10.0     58.420 -9999 -99999.   ...  0   4770-99
2009-10-25 11:37 9999-99-99 99:99 -58.983  -63.430    10.0     57.560 -9999 -99999.   ...  0   1002-99
2009-10-25 11:37 9999-99-99 99:99 -58.983  -63.430    10.0     56.950 -9999 -99999.   ...  0   1880-99
2009-12-20 06:13 9999-99-99 99:99 -59.000  -63.683    10.0     46.100 -9999 -99999.   ...  0   1976-99
2009-12-20 06:13 9999-99-99 99:99 -59.000  -63.683    10.0     45.930 -9999 -99999.   ...  0   3037-99
2010-01-01 00:15 9999-99-99 99:99 -59.050  -63.667    10.0     44.260 -9999 -99999.   ...  0   3894-99
2010-01-01 00:15 9999-99-99 99:99 -59.050  -63.667    10.0     44.270 -9999 -99999.   ...  0   4781-99
2010-02-05 01:31 9999-99-99 99:99 -59.117  -63.633    10.0     40.560 -9999 -99999.   ...  0   4732-99
2010-02-05 01:31 9999-99-99 99:99 -59.117  -63.633    10.0     42.530 -9999 -99999.   ...  0    634-99
2010-02-15 23:35 9999-99-99 99:99 -59.000  -63.683    10.0     41.100 -9999 -99999.   ...  0   1275-99
2010-02-15 23:35 9999-99-99 99:99 -59.000  -63.683    10.0     40.460 -9999 -99999.   ...  0    408-99
2010-03-23 07:15 9999-99-99 99:99 -59.000  -63.000    10.0     41.230 -9999 -99999.   ...  0   3811-99
2010-03-23 07:15 9999-99-99 99:99 -59.000  -63.000    10.0     40.720 -9999 -99999.   ...  0   4010-99
2010-04-13 09:06 9999-99-99 99:99 -59.022  -63.692    10.0     45.230 -9999 -99999.   ...  0   1601-99
2010-04-13 09:06 9999-99-99 99:99 -59.022  -63.692    10.0     44.790 -9999 -99999.   ...  0   2300-99
2010-04-27 08:51 9999-99-99 99:99 -59.033  -63.700    10.0     44.290 -9999 -99999.   ...  0   2835-99
2010-04-27 08:51 9999-99-99 99:99 -59.033  -63.700    10.0     43.880 -9999 -99999.   ...  0   4708-99
2010-05-06 21:49 9999-99-99 99:99 -59.000  -63.717    10.0     45.450 -9999 -99999.   ...  0   2757-99
2010-05-06 21:49 9999-99-99 99:99 -59.000  -63.717    10.0     45.750 -9999 -99999.   ...  0   2909-99
2010-06-06 12:00 9999-99-99 99:99 -59.000  -61.983    10.0     49.570 -9999 -99999.   ...  0   1411-99
2010-06-06 12:00 9999-99-99 99:99 -59.000  -61.983    10.0     49.860 -9999 -99999.   ...  0    153-99
2010-09-15 19:40 9999-99-99 99:99 -58.983  -65.733    10.0     62.700 -9999 -99999.   ...  0   1469-99
2010-09-15 19:40 9999-99-99 99:99 -58.983  -65.733    10.0     62.760 -9999 -99999.   ...  0   4875-99
2010-09-29 09:15 9999-99-99 99:99 -59.017  -63.800    10.0     63.900 -9999 -99999.   ...  0   1509-99
2010-09-29 09:15 9999-99-99 99:99 -59.017  -63.800    10.0     64.840 -9999 -99999.   ...  0   3894-99
2010-10-08 17:30 9999-99-99 99:99 -59.017  -61.967    10.0     67.320 -9999 -99999.   ...  0   1891-99
2010-10-08 17:30 9999-99-99 99:99 -59.017  -61.967    10.0     67.750 -9999 -99999.   ...  0   3902-99
2010-10-18 04:15 9999-99-99 99:99 -58.983  -63.683    10.0     66.750 -9999 -99999.   ...  0   1531-99
2010-10-18 04:15 9999-99-99 99:99 -58.983  -63.683    10.0     66.880 -9999 -99999.   ...  0   3607-99
2010-11-02 18:58 9999-99-99 99:99 -59.033  -62.783    10.0     67.400 -9999 -99999.   ...  0   4229-99
2010-11-02 18:58 9999-99-99 99:99 -59.033  -62.783    10.0     67.000 -9999 -99999.   ...  0   4527-99
2010-11-15 09:20 9999-99-99 99:99 -59.017  -65.000    10.0     65.800 -9999 -99999.   ...  0   4006-99
2010-11-15 09:20 9999-99-99 99:99 -59.017  -65.000    10.0     65.570 -9999 -99999.   ...  0   4781-99
2011-01-04 05:28 9999-99-99 99:99 -59.017  -65.017    10.0     50.170 -9999 -99999.   ...  0    337-99
2011-01-04 05:28 9999-99-99 99:99 -59.017  -65.017    10.0     50.450 -9999 -99999.   ...  0   4691-99
2011-02-07 00:38 9999-99-99 99:99 -65.017  -64.067    10.0     45.850 -9999 -99999.   ...  0   1496-99
2011-02-07 00:38 9999-99-99 99:99 -65.017  -64.067    10.0     45.440 -9999 -99999.   ...  0    224-99
2011-02-16 18:49 9999-99-99 99:99 -59.000  -64.000    10.0     41.600 -9999 -99999.   ...  0   4202-99
2011-02-16 18:49 9999-99-99 99:99 -59.000  -64.000    10.0     42.130 -9999 -99999.   ...  0   4746-99
2011-03-11 08:46 9999-99-99 99:99 -59.000  -60.717    10.0     41.450 -9999 -99999.   ...  0   1181-99
2011-03-11 08:46 9999-99-99 99:99 -59.000  -60.717    10.0     41.590 -9999 -99999.   ...  0   4762-99
2011-03-25 15:44 9999-99-99 99:99 -58.983  -64.050    10.0     44.420 -9999 -99999.   ...  0    414-99
2011-03-25 15:44 9999-99-99 99:99 -58.983  -64.050    10.0     44.240 -9999 -99999.   ...  0    445-99
2011-04-06 02:30 9999-99-99 99:99 -58.967  -63.700    10.0     42.610 -9999 -99999.   ...  0   2487-99
2011-04-06 02:30 9999-99-99 99:99 -58.967  -63.700    10.0     42.110 -9999 -99999.   ...  0   3988-99
2011-04-15 19:23 9999-99-99 99:99 -58.967  -63.717    10.0     43.820 -9999 -99999.   ...  0   1114-99
2011-04-15 19:23 9999-99-99 99:99 -58.967  -63.717    10.0     43.130 -9999 -99999.   ...  0   2686-99
2011-04-24 23:56 9999-99-99 99:99 -59.000  -63.700    10.0     44.310 -9999 -99999.   ...  0   2529-99
2011-04-24 23:56 9999-99-99 99:99 -59.000  -63.700    10.0     44.100 -9999 -99999.   ...  0   5128-99
2011-05-07 02:18 9999-99-99 99:99 -59.000  -64.050    10.0     45.750 -9999 -99999.   ...  0   2335-99
2011-05-07 02:18 9999-99-99 99:99 -59.000  -64.050    10.0     44.810 -9999 -99999.   ...  0   5141-99
2011-06-09 02:51 9999-99-99 99:99 -58.917  -64.050    10.0     49.170 -9999 -99999.   ...  0   1190-99
2011-06-09 02:51 9999-99-99 99:99 -58.917  -64.050    10.0     48.990 -9999 -99999.   ...  0    299-99
2011-08-03 18:06 9999-99-99 99:99 -59.000  -64.690    10.0     57.560 -9999 -99999.   ...  0   3244-99
2011-08-03 18:06 9999-99-99 99:99 -59.000  -64.690    10.0     56.090 -9999 -99999.   ...  0   3929-99
2011-09-15 19:23 9999-99-99 99:99 -59.000  -63.667    10.0     61.990 -9999 -99999.   ...  0   2054-99
2011-09-15 19:23 9999-99-99 99:99 -59.000  -63.667    10.0     62.180 -9999 -99999.   ...  0    814-99
2011-09-29 07:30 9999-99-99 99:99 -59.017  -63.667    10.0     60.630 -9999 -99999.   ...  0    183-99
2011-09-29 07:30 9999-99-99 99:99 -59.017  -63.667    10.0     61.620 -9999 -99999.   ...  0   4753-99
2011-10-09 17:09 9999-99-99 99:99 -59.033  -60.667    10.0     64.650 -9999 -99999.   ...  0   4354-99
2011-10-09 17:09 9999-99-99 99:99 -59.033  -60.667    10.0     65.180 -9999 -99999.   ...  0   4733-99
2011-10-22 14:00 9999-99-99 99:99 -58.983  -63.683    10.0     65.260 -9999 -99999.   ...  0   4394-99
2011-10-22 14:00 9999-99-99 99:99 -58.983  -63.683    10.0     62.990 -9999 -99999.   ...  0   4571-99
2011-11-04 17:53 9999-99-99 99:99 -58.983  -62.833    10.0     61.590 -9999 -99999.   ...  0   1648-99
2011-11-04 17:53 9999-99-99 99:99 -58.983  -62.833    10.0     60.360 -9999 -99999.   ...  0   4835-99
2011-11-29 11:50 9999-99-99 99:99 -59.000  -62.000    10.0     53.740 -9999 -99999.   ...  0   1859-99
2011-11-29 11:50 9999-99-99 99:99 -59.000  -62.000    10.0     53.670 -9999 -99999.   ...  0   6195-66
2011-12-08 02:43 9999-99-99 99:99 -59.100  -62.633    10.0     54.010 -9999 -99999.   ...  0   1138-99
2011-12-08 02:43 9999-99-99 99:99 -59.100  -62.633    10.0     53.210 -9999 -99999.   ...  0   4262-99
2011-12-16 22:56 9999-99-99 99:99 -59.117  -63.683    10.0     49.220 -9999 -99999.   ...  0    153-99
2011-12-16 22:56 9999-99-99 99:99 -59.117  -63.683    10.0     48.800 -9999 -99999.   ...  0   3050-99
2011-12-31 20:27 9999-99-99 99:99 -59.017  -63.683    10.0     46.270 -9999 -99999.   ...  0   1296-99
2011-12-31 20:27 9999-99-99 99:99 -59.017  -63.683    10.0     45.520 -9999 -99999.   ...  0    542-99
2012-02-04 11:50 9999-99-99 99:99 -58.850  -64.983    10.0     43.100 -9999 -99999.   ...  0   2589-99
2012-02-04 11:50 9999-99-99 99:99 -58.850  -64.983    10.0     42.280 -9999 -99999.   ...  0   3875-99
2012-02-14 16:35 9999-99-99 99:99 -59.000  -63.683    10.0     40.740 -9999 -99999.   ...  0   2024-99
2012-02-14 16:35 9999-99-99 99:99 -59.000  -63.683    10.0     40.420 -9999 -99999.   ...  0   3980-99
2012-03-08 20:36 9999-99-99 99:99 -59.000  -61.983    10.0     44.200 -9999 -99999.   ...  0   2023-99
2012-03-08 20:36 9999-99-99 99:99 -59.000  -61.983    10.0     44.190 -9999 -99999.   ...  0   3979-99
2012-03-20 10:17 9999-99-99 99:99 -59.033  -58.650    10.0     44.480 -9999 -99999.   ...  0   1512-99
2012-03-20 10:17 9999-99-99 99:99 -59.033  -58.650    10.0     43.360 -9999 -99999.   ...  0   4839-99
2012-03-31 21:20 9999-99-99 99:99 -59.000  -63.717    10.0     44.370 -9999 -99999.   ...  0   3526-99
2012-03-31 21:20 9999-99-99 99:99 -59.000  -63.717    10.0     42.690 -9999 -99999.   ...  0   4332-99
2012-04-10 17:44 9999-99-99 99:99 -59.000  -64.050    10.0     43.050 -9999 -99999.   ...  0     27-99
2012-04-10 17:44 9999-99-99 99:99 -59.000  -64.050    10.0     42.910 -9999 -99999.   ...  0     28-99
2012-04-25 23:33 9999-99-99 99:99 -59.000  -64.083    10.0     47.300 -9999 -99999.   -..  0   2997-99
2012-04-25 23:33 9999-99-99 99:99 -59.000  -64.083    10.0     50.970 -9999 -99999.   +..  0   2998-99
2012-05-04 23:18 9999-99-99 99:99 -59.033  -64.033    10.0     46.950 -9999 -99999.   ...  0   4071-99
2012-05-04 23:18 9999-99-99 99:99 -59.033  -64.033    10.0     46.620 -9999 -99999.   ...  0   4629-99
2012-05-28 23:30 9999-99-99 99:99 -59.000  -64.967    10.0     49.390 -9999 -99999.   ...  0   1118-99
2012-05-28 23:30 9999-99-99 99:99 -59.000  -64.967    10.0     49.080 -9999 -99999.   ...  0   3622-99
2012-06-09 12:03 9999-99-99 99:99 -59.100  -63.650    10.0     50.250 -9999 -99999.   ...  0   6301-66
2012-06-09 12:03 9999-99-99 99:99 -59.100  -63.650    10.0     50.250 -9999 -99999.   ...  0    772-99
2012-06-23 16:03 9999-99-99 99:99 -58.967  -63.700    10.0     53.290 -9999 -99999.   ...  0   2287-99
2012-06-23 16:03 9999-99-99 99:99 -58.967  -63.700    10.0     53.420 -9999 -99999.   ...  0    831-99
2012-09-20 18:25 9999-99-99 99:99 -58.983  -64.967    10.0     60.870 -9999 -99999.   ...  0   4023-99
2012-09-20 18:25 9999-99-99 99:99 -58.983  -64.967    10.0     62.260 -9999 -99999.   ...  0   4024-99
2012-10-01 08:20 9999-99-99 99:99 -59.017  -62.783    10.0     74.820 -9999 -99999.   .X.  0    301-99
2012-10-01 08:20 9999-99-99 99:99 -59.017  -62.783    10.0     74.440 -9999 -99999.   .X.  0    302-99
2012-10-12 23:55 9999-99-99 99:99 -58.983  -62.033    10.0     62.900 -9999 -99999.   ...  0   4628-99
2012-10-12 23:55 9999-99-99 99:99 -58.983  -62.033    10.0     63.500 -9999 -99999.   ...  0    618-99
2012-10-27 22:10 9999-99-99 99:99 -59.000  -63.717    10.0     62.540 -9999 -99999.   ...  0   4994-99
2012-10-27 22:10 9999-99-99 99:99 -59.000  -63.717    10.0     64.420 -9999 -99999.   ...  0   6594-66
2012-11-06 21:46 9999-99-99 99:99 -58.983  -62.833    10.0     61.140 -9999 -99999.   ...  0   6509-66
2012-11-06 21:46 9999-99-99 99:99 -58.983  -62.833    10.0     60.640 -9999 -99999.   ...  0    769-99
2012-11-20 00:40 9999-99-99 99:99 -58.967  -62.867    10.0     59.130 -9999 -99999.   +..  0   3628-99
2012-11-20 00:40 9999-99-99 99:99 -58.967  -62.867    10.0     48.530 -9999 -99999.   -..  0   4535-99
2012-11-30 17:53 9999-99-99 99:99 -58.983  -63.700    10.0     55.620 -9999 -99999.   ...  0   3568-99
2012-11-30 17:53 9999-99-99 99:99 -58.983  -63.700    10.0     55.810 -9999 -99999.   ...  0   6546-66
2012-12-05 07:12 9999-99-99 99:99 -59.000  -64.983    10.0     52.420 -9999 -99999.   ...  0   1038-99
2012-12-05 07:12 9999-99-99 99:99 -59.000  -64.983    10.0     52.600 -9999 -99999.   ...  0   4027-99
2012-12-12 01:09 9999-99-99 99:99 -59.005  -62.000    10.0     50.250 -9999 -99999.   ...  0   3794-99
2012-12-12 01:09 9999-99-99 99:99 -59.005  -62.000    10.0     49.330 -9999 -99999.   ...  0   5405-99
2012-12-21 02:01 9999-99-99 99:99 -59.000  -63.715    10.0     47.430 -9999 -99999.   ...  0    192-99
2012-12-21 02:01 9999-99-99 99:99 -59.000  -63.715    10.0     47.020 -9999 -99999.   ...  0   5407-99
2013-01-01 17:04 9999-99-99 99:99 -59.087  -63.705    10.0     51.990 -9999 -99999.   .X.  0   2710-99
2013-01-01 17:04 9999-99-99 99:99 -59.087  -63.705    10.0     53.050 -9999 -99999.   .X.  0   3863-99
2013-02-05 03:34 9999-99-99 99:99 -59.190  -63.640    10.0     44.630 -9999 -99999.   +..  0    197-99
2013-02-05 03:34 9999-99-99 99:99 -59.190  -63.640    10.0     42.660 -9999 -99999.   -..  0   4250-99
2013-02-14 20:42 9999-99-99 99:99 -58.983  -63.681    10.0     41.530 -9999 -99999.   ...  0   1795-99
2013-02-14 20:42 9999-99-99 99:99 -58.983  -63.681    10.0     43.090 -9999 -99999.   ...  0   2247-99
2013-02-28 16:00 9999-99-99 99:99 -59.003  -62.026    10.0     42.060 -9999 -99999.   ...  0   1796-99
2013-02-28 16:00 9999-99-99 99:99 -59.003  -62.026    10.0     40.620 -9999 -99999.   ...  0   2248-99
2013-03-12 21:56 9999-99-99 99:99 -59.013  -64.057    10.0     40.980 -9999 -99999.   ...  0   3357-99
2013-03-12 21:56 9999-99-99 99:99 -59.013  -64.057    10.0     41.700 -9999 -99999.   ...  0   3358-99
2013-04-05 04:16 9999-99-99 99:99 -58.947  -63.710    10.0     42.980 -9999 -99999.   ...  0   3441-99
2013-04-05 04:16 9999-99-99 99:99 -58.947  -63.710    10.0     44.390 -9999 -99999.   ...  0   3442-99
2013-04-14 20:43 9999-99-99 99:99 -60.000  -62.020    10.0     44.160 -9999 -99999.   ...  0   4966-99
2013-04-14 20:43 9999-99-99 99:99 -60.000  -62.020    10.0     44.300 -9999 -99999.   ...  0     69-99
2013-05-04 04:40 9999-99-99 99:99 -58.967  -63.650    10.0     48.080 -9999 -99999.   ...  0    113-99
2013-05-04 04:40 9999-99-99 99:99 -58.967  -63.650    10.0     49.490 -9999 -99999.   ...  0    610-99
2013-05-13 12:34 9999-99-99 99:99 -59.012  -63.678    10.0     47.850 -9999 -99999.   ...  0   1976-99
2013-05-13 12:34 9999-99-99 99:99 -59.012  -63.678    10.0     46.640 -9999 -99999.   ...  0   2757-99
2013-05-23 05:47 9999-99-99 99:99 -59.000  -64.983    10.0     48.700 -9999 -99999.   ...  0   1598-99
2013-05-23 05:47 9999-99-99 99:99 -59.000  -64.983    10.0     48.730 -9999 -99999.   ...  0   2708-99
2013-06-03 04:57 9999-99-99 99:99 -58.967  -63.702    10.0     50.730 -9999 -99999.   ...  0   1475-99
2013-06-03 04:57 9999-99-99 99:99 -58.967  -63.702    10.0     50.550 -9999 -99999.   ...  0   4883-99
2013-07-04 09:23 9999-99-99 99:99 -58.972  -64.350    10.0     56.330 -9999 -99999.   -..  0    242-99
2013-07-04 09:23 9999-99-99 99:99 -58.972  -64.350    10.0     61.810 -9999 -99999.   +..  0   6446-66
2013-09-15 22:21 9999-99-99 99:99 -59.017  -64.950    10.0     61.340 -9999 -99999.   ...  0   2026-99
2013-09-15 22:21 9999-99-99 99:99 -59.017  -64.950    10.0     61.280 -9999 -99999.   ...  0   2190-99
2013-09-24 14:00 9999-99-99 99:99 -58.967  -65.700    10.0     59.910 -9999 -99999.   ...  0   2672-99
2013-09-24 14:00 9999-99-99 99:99 -58.967  -65.700    10.0     59.850 -9999 -99999.   ...  0   3778-99
2013-10-30 01:39 9999-99-99 99:99 -59.002  -62.867    10.0     59.010 -9999 -99999.   ...  0   2614-99
2013-10-30 01:39 9999-99-99 99:99 -59.002  -62.867    10.0     59.690 -9999 -99999.   ...  0   4144-99
2013-11-13 12:11 9999-99-99 99:99 -59.082  -63.717    10.0     54.530 -9999 -99999.   ...  0   3446-99
2013-11-13 12:11 9999-99-99 99:99 -59.082  -63.717    10.0     54.240 -9999 -99999.   ...  0   4962-99
2013-11-25 05:19 9999-99-99 99:99 -59.047  -64.037    10.0     53.500 -9999 -99999.   ...  0   1916-99
2013-11-25 05:19 9999-99-99 99:99 -59.047  -64.037    10.0     53.080 -9999 -99999.   ...  0   4823-99
2013-12-18 00:40 9999-99-99 99:99 -58.873  -63.909    10.0     45.550 -9999 -99999.   ...  0   3210-99
2013-12-18 00:40 9999-99-99 99:99 -58.873  -63.909    10.0     46.120 -9999 -99999.   ...  0   3877-99
2014-01-03 05:51 9999-99-99 99:99 -58.950  -64.870    10.0     41.640 -9999 -99999.   ...  0   2450-99
2014-01-03 05:51 9999-99-99 99:99 -58.950  -64.870    10.0     41.670 -9999 -99999.   ...  0   3227-99
2014-02-06 13:05 9999-99-99 99:99 -58.500  -65.320    10.0     38.490 -9999 -99999.   ...  0   3533-99
2014-02-06 13:05 9999-99-99 99:99 -58.500  -65.320    10.0     38.720 -9999 -99999.   ...  0   4250-99
2014-02-16 01:31 9999-99-99 99:99 -58.983  -64.098    10.0     41.420 -9999 -99999.   ...  0   2258-99
2014-02-16 01:31 9999-99-99 99:99 -58.983  -64.098    10.0     41.000 -9999 -99999.   ...  0   3895-99
2014-03-14 11:31 9999-99-99 99:99 -59.000  -62.795    10.0     40.230 -9999 -99999.   ...  0   3822-99
2014-03-14 11:31 9999-99-99 99:99 -59.000  -62.795    10.0     40.190 -9999 -99999.   ...  0   5059-99
2014-03-23 23:16 9999-99-99 99:99 -58.983  -63.695    10.0     43.060 -9999 -99999.   ...  0   1447-99
2014-03-23 23:16 9999-99-99 99:99 -58.983  -63.695    10.0     42.480 -9999 -99999.   ...  0   4684-99
2014-04-02 02:34 9999-99-99 99:99 -58.983  -63.730    10.0     42.990 -9999 -99999.   ...  0   3075-99
2014-04-02 02:34 9999-99-99 99:99 -58.983  -63.730    10.0     42.670 -9999 -99999.   ...  0   5305-99
2014-04-10 20:53 9999-99-99 99:99 -59.050  -64.650    10.0     47.170 -9999 -99999.   ...  0   2504-99
2014-04-10 20:53 9999-99-99 99:99 -59.050  -64.650    10.0     47.400 -9999 -99999.   ...  0   5198-99
2014-05-17 06:04 9999-99-99 99:99 -59.000  -64.967    10.0     49.480 -9999 -99999.   ...  0   2803-99
2014-05-17 06:04 9999-99-99 99:99 -59.000  -64.967    10.0     49.170 -9999 -99999.   ...  0   5408-99
2014-06-25 12:34 9999-99-99 99:99 -59.033  -64.033    10.0     53.210 -9999 -99999.   ...  0   2796-99
2014-06-25 12:34 9999-99-99 99:99 -59.033  -64.033    10.0     53.280 -9999 -99999.   ...  0   6494-66
2014-08-19 12:03 9999-99-99 99:99 -58.983  -63.700    10.0     60.450 -9999 -99999.   ...  0   1354-99
2014-08-19 12:03 9999-99-99 99:99 -58.983  -63.700    10.0     59.750 -9999 -99999.   ...  0   1966-99
2014-09-15 20:47 9999-99-99 99:99 -59.000  -63.667    10.0     61.410 -9999 -99999.   ...  0   2492-99
2014-09-15 20:47 9999-99-99 99:99 -59.000  -63.667    10.0     60.220 -9999 -99999.   ...  0   4870-99
2014-09-25 04:55 9999-99-99 99:99 -59.000  -63.700    10.0     60.900 -9999 -99999.   ...  0    410-99
2014-09-25 04:55 9999-99-99 99:99 -59.000  -63.700    10.0     60.680 -9999 -99999.   ...  0   4765-99
2014-10-07 23:01 9999-99-99 99:99 -59.000  -63.700    10.0     59.570 -9999 -99999.   ...  0   1875-99
2014-10-07 23:01 9999-99-99 99:99 -59.000  -63.700    10.0     58.870 -9999 -99999.   ...  0   4572-99
2014-10-19 03:00 9999-99-99 99:99 -59.017  -63.717    10.0     58.920 -9999 -99999.   ...  0   2574-99
2014-10-19 03:00 9999-99-99 99:99 -59.017  -63.717    10.0     59.050 -9999 -99999.   ...  0   2914-99
2014-10-30 09:01 9999-99-99 99:99 -59.047  -62.782    10.0     54.450 -9999 -99999.   ...  0   1774-99
2014-10-30 09:01 9999-99-99 99:99 -59.047  -62.782    10.0     53.870 -9999 -99999.   .X.  0   4795-99
2014-11-20 08:42 9999-99-99 99:99 -59.093  -62.742    10.0     56.530 -9999 -99999.   ...  0   1900-99
2014-11-20 08:42 9999-99-99 99:99 -59.093  -62.742    10.0     56.110 -9999 -99999.   ...  0   3582-99
2014-11-30 03:44 9999-99-99 99:99 -59.033  -63.683    10.0     51.410 -9999 -99999.   ...  0   3942-99
2014-11-30 03:44 9999-99-99 99:99 -59.033  -63.683    10.0     50.670 -9999 -99999.   ...  0    756-99
2014-12-19 03:23 9999-99-99 99:99 -59.000  -63.667    10.0     46.200 -9999 -99999.   ...  0   2525-99
